id,country_code,framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,priority,is_mandatory,evidence_types,status
152,ARE,UAE-IAR,2.0,9.14,Third Party,Third Party - Control 14,Third Party - ضابط 14,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
153,ARE,UAE-IAR,2.0,10.14,Information Security Incident Management,Information Security Incident Management - Control 14,Information Security Incident Management - ضابط 14,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
154,ARE,UAE-IAR,2.0,11.14,Compliance,Compliance - Control 14,Compliance - ضابط 14,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
155,ARE,UAE-IAR,2.0,1.15,Strategy & Planning,Strategy & Planning - Control 15,Strategy & Planning - ضابط 15,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
156,ARE,UAE-IAR,2.0,2.15,Information Security Management,Information Security Management - Control 15,Information Security Management - ضابط 15,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
157,ARE,UAE-IAR,2.0,3.15,Asset Management,Asset Management - Control 15,Asset Management - ضابط 15,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
158,ARE,UAE-IAR,2.0,4.15,Physical Security,Physical Security - Control 15,Physical Security - ضابط 15,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
159,ARE,UAE-IAR,2.0,5.15,Operations Management,Operations Management - Control 15,Operations Management - ضابط 15,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
160,ARE,UAE-IAR,2.0,6.15,Communications Security,Communications Security - Control 15,Communications Security - ضابط 15,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
161,ARE,UAE-IAR,2.0,7.15,Access Control,Access Control - Control 15,Access Control - ضابط 15,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
162,ARE,UAE-IAR,2.0,8.15,Information Systems,Information Systems - Control 15,Information Systems - ضابط 15,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
163,ARE,UAE-IAR,2.0,9.15,Third Party,Third Party - Control 15,Third Party - ضابط 15,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
164,ARE,UAE-IAR,2.0,10.15,Information Security Incident Management,Information Security Incident Management - Control 15,Information Security Incident Management - ضابط 15,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
165,ARE,UAE-IAR,2.0,11.15,Compliance,Compliance - Control 15,Compliance - ضابط 15,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
166,ARE,UAE-IAR,2.0,1.16,Strategy & Planning,Strategy & Planning - Control 16,Strategy & Planning - ضابط 16,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
167,ARE,UAE-IAR,2.0,2.16,Information Security Management,Information Security Management - Control 16,Information Security Management - ضابط 16,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
168,ARE,UAE-IAR,2.0,3.16,Asset Management,Asset Management - Control 16,Asset Management - ضابط 16,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
169,ARE,UAE-IAR,2.0,4.16,Physical Security,Physical Security - Control 16,Physical Security - ضابط 16,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
170,ARE,UAE-IAR,2.0,5.16,Operations Management,Operations Management - Control 16,Operations Management - ضابط 16,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
171,ARE,UAE-IAR,2.0,6.16,Communications Security,Communications Security - Control 16,Communications Security - ضابط 16,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
172,ARE,UAE-IAR,2.0,7.16,Access Control,Access Control - Control 16,Access Control - ضابط 16,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
173,ARE,UAE-IAR,2.0,8.16,Information Systems,Information Systems - Control 16,Information Systems - ضابط 16,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
174,ARE,UAE-IAR,2.0,9.16,Third Party,Third Party - Control 16,Third Party - ضابط 16,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
175,ARE,UAE-IAR,2.0,10.16,Information Security Incident Management,Information Security Incident Management - Control 16,Information Security Incident Management - ضابط 16,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
176,ARE,UAE-IAR,2.0,11.16,Compliance,Compliance - Control 16,Compliance - ضابط 16,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
177,ARE,UAE-IAR,2.0,1.17,Strategy & Planning,Strategy & Planning - Control 17,Strategy & Planning - ضابط 17,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
178,ARE,UAE-IAR,2.0,2.17,Information Security Management,Information Security Management - Control 17,Information Security Management - ضابط 17,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
179,ARE,UAE-IAR,2.0,3.17,Asset Management,Asset Management - Control 17,Asset Management - ضابط 17,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
180,ARE,UAE-IAR,2.0,4.17,Physical Security,Physical Security - Control 17,Physical Security - ضابط 17,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
181,ARE,UAE-IAR,2.0,5.17,Operations Management,Operations Management - Control 17,Operations Management - ضابط 17,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
182,ARE,UAE-IAR,2.0,6.17,Communications Security,Communications Security - Control 17,Communications Security - ضابط 17,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
183,ARE,UAE-IAR,2.0,7.17,Access Control,Access Control - Control 17,Access Control - ضابط 17,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
184,ARE,UAE-IAR,2.0,8.17,Information Systems,Information Systems - Control 17,Information Systems - ضابط 17,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
185,ARE,UAE-IAR,2.0,9.17,Third Party,Third Party - Control 17,Third Party - ضابط 17,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
186,ARE,UAE-IAR,2.0,10.17,Information Security Incident Management,Information Security Incident Management - Control 17,Information Security Incident Management - ضابط 17,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
187,ARE,UAE-IAR,2.0,11.17,Compliance,Compliance - Control 17,Compliance - ضابط 17,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
188,ARE,UAE-IAR,2.0,1.18,Strategy & Planning,Strategy & Planning - Control 18,Strategy & Planning - ضابط 18,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
189,ARE,UAE-NESA,1.0,1.1,Governance,Governance - Control 1,Governance - ضابط 1,The organization shall implement governance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
190,ARE,UAE-NESA,1.0,2.1,Asset Management,Asset Management - Control 1,Asset Management - ضابط 1,The organization shall implement asset management controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
191,ARE,UAE-NESA,1.0,3.1,Physical Security,Physical Security - Control 1,Physical Security - ضابط 1,The organization shall implement physical security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
192,ARE,UAE-NESA,1.0,4.1,Operations Security,Operations Security - Control 1,Operations Security - ضابط 1,The organization shall implement operations security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Operations Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
193,ARE,UAE-NESA,1.0,5.1,Access Control,Access Control - Control 1,Access Control - ضابط 1,The organization shall implement access control controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
194,ARE,UAE-NESA,1.0,6.1,Compliance,Compliance - Control 1,Compliance - ضابط 1,The organization shall implement compliance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
195,ARE,UAE-NESA,1.0,1.2,Governance,Governance - Control 2,Governance - ضابط 2,The organization shall implement governance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
196,ARE,UAE-NESA,1.0,2.2,Asset Management,Asset Management - Control 2,Asset Management - ضابط 2,The organization shall implement asset management controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
197,ARE,UAE-NESA,1.0,3.2,Physical Security,Physical Security - Control 2,Physical Security - ضابط 2,The organization shall implement physical security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
198,ARE,UAE-NESA,1.0,4.2,Operations Security,Operations Security - Control 2,Operations Security - ضابط 2,The organization shall implement operations security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Operations Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
199,ARE,UAE-NESA,1.0,5.2,Access Control,Access Control - Control 2,Access Control - ضابط 2,The organization shall implement access control controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
200,ARE,UAE-NESA,1.0,6.2,Compliance,Compliance - Control 2,Compliance - ضابط 2,The organization shall implement compliance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
201,ARE,UAE-NESA,1.0,1.3,Governance,Governance - Control 3,Governance - ضابط 3,The organization shall implement governance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
202,ARE,UAE-NESA,1.0,2.3,Asset Management,Asset Management - Control 3,Asset Management - ضابط 3,The organization shall implement asset management controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
203,ARE,UAE-NESA,1.0,3.3,Physical Security,Physical Security - Control 3,Physical Security - ضابط 3,The organization shall implement physical security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
204,ARE,UAE-NESA,1.0,4.3,Operations Security,Operations Security - Control 3,Operations Security - ضابط 3,The organization shall implement operations security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Operations Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
205,ARE,UAE-NESA,1.0,5.3,Access Control,Access Control - Control 3,Access Control - ضابط 3,The organization shall implement access control controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
206,ARE,UAE-NESA,1.0,6.3,Compliance,Compliance - Control 3,Compliance - ضابط 3,The organization shall implement compliance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
207,ARE,UAE-NESA,1.0,1.4,Governance,Governance - Control 4,Governance - ضابط 4,The organization shall implement governance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
208,ARE,UAE-NESA,1.0,2.4,Asset Management,Asset Management - Control 4,Asset Management - ضابط 4,The organization shall implement asset management controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
209,ARE,UAE-NESA,1.0,3.4,Physical Security,Physical Security - Control 4,Physical Security - ضابط 4,The organization shall implement physical security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
210,ARE,UAE-NESA,1.0,4.4,Operations Security,Operations Security - Control 4,Operations Security - ضابط 4,The organization shall implement operations security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Operations Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
211,ARE,UAE-NESA,1.0,5.4,Access Control,Access Control - Control 4,Access Control - ضابط 4,The organization shall implement access control controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
212,ARE,UAE-NESA,1.0,6.4,Compliance,Compliance - Control 4,Compliance - ضابط 4,The organization shall implement compliance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
213,ARE,UAE-NESA,1.0,1.5,Governance,Governance - Control 5,Governance - ضابط 5,The organization shall implement governance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
214,ARE,UAE-NESA,1.0,2.5,Asset Management,Asset Management - Control 5,Asset Management - ضابط 5,The organization shall implement asset management controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
215,ARE,UAE-NESA,1.0,3.5,Physical Security,Physical Security - Control 5,Physical Security - ضابط 5,The organization shall implement physical security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
216,ARE,UAE-NESA,1.0,4.5,Operations Security,Operations Security - Control 5,Operations Security - ضابط 5,The organization shall implement operations security controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Operations Security لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
217,ARE,UAE-NESA,1.0,5.5,Access Control,Access Control - Control 5,Access Control - ضابط 5,The organization shall implement access control controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
218,ARE,UAE-NESA,1.0,6.5,Compliance,Compliance - Control 5,Compliance - ضابط 5,The organization shall implement compliance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
219,ARE,UAE-NESA,1.0,1.6,Governance,Governance - Control 6,Governance - ضابط 6,The organization shall implement governance controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
220,ARE,UAE-NESA,1.0,2.6,Asset Management,Asset Management - Control 6,Asset Management - ضابط 6,The organization shall implement asset management controls to ensure compliance with National Electronic Security Authority Standards requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات معايير الهيئة الوطنية للأمن الإلكتروني,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
