id,country_code,framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,priority,is_mandatory,evidence_types,status
140,USA,USA-NIST-80053,Rev 5,15.1,PT,PT - Control 1,PT - ضابط 1,The organization shall implement pt controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PT لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
141,USA,USA-NIST-80053,Rev 5,16.1,RA,RA - Control 1,RA - ضابط 1,The organization shall implement ra controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط RA لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
142,USA,USA-NIST-80053,Rev 5,17.1,SA,SA - Control 1,SA - ضابط 1,The organization shall implement sa controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
143,USA,USA-NIST-80053,Rev 5,18.1,SC,SC - Control 1,SC - ضابط 1,The organization shall implement sc controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SC لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
144,USA,USA-NIST-80053,Rev 5,19.1,SI,SI - Control 1,SI - ضابط 1,The organization shall implement si controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SI لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
145,USA,USA-NIST-80053,Rev 5,20.1,SR,SR - Control 1,SR - ضابط 1,The organization shall implement sr controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SR لضمان الامتثال لمتطلبات ضوابط أمنية,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
146,USA,USA-NIST-80053,Rev 5,1.2,AC,AC - Control 2,AC - ضابط 2,The organization shall implement ac controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AC لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
147,USA,USA-NIST-80053,Rev 5,2.2,AT,AT - Control 2,AT - ضابط 2,The organization shall implement at controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AT لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
148,USA,USA-NIST-80053,Rev 5,3.2,AU,AU - Control 2,AU - ضابط 2,The organization shall implement au controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AU لضمان الامتثال لمتطلبات ضوابط أمنية,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
149,USA,USA-NIST-80053,Rev 5,4.2,CA,CA - Control 2,CA - ضابط 2,The organization shall implement ca controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
150,USA,USA-NIST-80053,Rev 5,5.2,CM,CM - Control 2,CM - ضابط 2,The organization shall implement cm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CM لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
151,USA,USA-NIST-80053,Rev 5,6.2,CP,CP - Control 2,CP - ضابط 2,The organization shall implement cp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CP لضمان الامتثال لمتطلبات ضوابط أمنية,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
152,USA,USA-NIST-80053,Rev 5,7.2,IA,IA - Control 2,IA - ضابط 2,The organization shall implement ia controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
153,USA,USA-NIST-80053,Rev 5,8.2,IR,IR - Control 2,IR - ضابط 2,The organization shall implement ir controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IR لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
154,USA,USA-NIST-80053,Rev 5,9.2,MA,MA - Control 2,MA - ضابط 2,The organization shall implement ma controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
155,USA,USA-NIST-80053,Rev 5,10.2,MP,MP - Control 2,MP - ضابط 2,The organization shall implement mp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MP لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
156,USA,USA-NIST-80053,Rev 5,11.2,PE,PE - Control 2,PE - ضابط 2,The organization shall implement pe controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PE لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
157,USA,USA-NIST-80053,Rev 5,12.2,PL,PL - Control 2,PL - ضابط 2,The organization shall implement pl controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PL لضمان الامتثال لمتطلبات ضوابط أمنية,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
158,USA,USA-NIST-80053,Rev 5,13.2,PM,PM - Control 2,PM - ضابط 2,The organization shall implement pm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PM لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
159,USA,USA-NIST-80053,Rev 5,14.2,PS,PS - Control 2,PS - ضابط 2,The organization shall implement ps controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PS لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
160,USA,USA-NIST-80053,Rev 5,15.2,PT,PT - Control 2,PT - ضابط 2,The organization shall implement pt controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PT لضمان الامتثال لمتطلبات ضوابط أمنية,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
161,USA,USA-NIST-80053,Rev 5,16.2,RA,RA - Control 2,RA - ضابط 2,The organization shall implement ra controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط RA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
162,USA,USA-NIST-80053,Rev 5,17.2,SA,SA - Control 2,SA - ضابط 2,The organization shall implement sa controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SA لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
163,USA,USA-NIST-80053,Rev 5,18.2,SC,SC - Control 2,SC - ضابط 2,The organization shall implement sc controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SC لضمان الامتثال لمتطلبات ضوابط أمنية,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
164,USA,USA-NIST-80053,Rev 5,19.2,SI,SI - Control 2,SI - ضابط 2,The organization shall implement si controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SI لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
165,USA,USA-NIST-80053,Rev 5,20.2,SR,SR - Control 2,SR - ضابط 2,The organization shall implement sr controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SR لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
166,USA,USA-NIST-80053,Rev 5,1.3,AC,AC - Control 3,AC - ضابط 3,The organization shall implement ac controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AC لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
167,USA,USA-NIST-80053,Rev 5,2.3,AT,AT - Control 3,AT - ضابط 3,The organization shall implement at controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AT لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
168,USA,USA-NIST-80053,Rev 5,3.3,AU,AU - Control 3,AU - ضابط 3,The organization shall implement au controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AU لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
169,USA,USA-NIST-80053,Rev 5,4.3,CA,CA - Control 3,CA - ضابط 3,The organization shall implement ca controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
170,USA,USA-NIST-80053,Rev 5,5.3,CM,CM - Control 3,CM - ضابط 3,The organization shall implement cm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CM لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
171,USA,USA-NIST-80053,Rev 5,6.3,CP,CP - Control 3,CP - ضابط 3,The organization shall implement cp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CP لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
172,USA,USA-NIST-80053,Rev 5,7.3,IA,IA - Control 3,IA - ضابط 3,The organization shall implement ia controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
173,USA,USA-NIST-80053,Rev 5,8.3,IR,IR - Control 3,IR - ضابط 3,The organization shall implement ir controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IR لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
174,USA,USA-NIST-80053,Rev 5,9.3,MA,MA - Control 3,MA - ضابط 3,The organization shall implement ma controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MA لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
175,USA,USA-NIST-80053,Rev 5,10.3,MP,MP - Control 3,MP - ضابط 3,The organization shall implement mp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MP لضمان الامتثال لمتطلبات ضوابط أمنية,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
176,USA,USA-NIST-80053,Rev 5,11.3,PE,PE - Control 3,PE - ضابط 3,The organization shall implement pe controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PE لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
177,USA,USA-NIST-80053,Rev 5,12.3,PL,PL - Control 3,PL - ضابط 3,The organization shall implement pl controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PL لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
178,USA,USA-NIST-80053,Rev 5,13.3,PM,PM - Control 3,PM - ضابط 3,The organization shall implement pm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PM لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
179,USA,USA-NIST-80053,Rev 5,14.3,PS,PS - Control 3,PS - ضابط 3,The organization shall implement ps controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PS لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
180,USA,USA-NIST-80053,Rev 5,15.3,PT,PT - Control 3,PT - ضابط 3,The organization shall implement pt controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PT لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
181,USA,USA-NIST-80053,Rev 5,16.3,RA,RA - Control 3,RA - ضابط 3,The organization shall implement ra controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط RA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
182,USA,USA-NIST-80053,Rev 5,17.3,SA,SA - Control 3,SA - ضابط 3,The organization shall implement sa controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
183,USA,USA-NIST-80053,Rev 5,18.3,SC,SC - Control 3,SC - ضابط 3,The organization shall implement sc controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SC لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
184,USA,USA-NIST-80053,Rev 5,19.3,SI,SI - Control 3,SI - ضابط 3,The organization shall implement si controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SI لضمان الامتثال لمتطلبات ضوابط أمنية,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
185,USA,USA-NIST-80053,Rev 5,20.3,SR,SR - Control 3,SR - ضابط 3,The organization shall implement sr controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SR لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
186,USA,USA-NIST-80053,Rev 5,1.4,AC,AC - Control 4,AC - ضابط 4,The organization shall implement ac controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AC لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
187,USA,USA-NIST-80053,Rev 5,2.4,AT,AT - Control 4,AT - ضابط 4,The organization shall implement at controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AT لضمان الامتثال لمتطلبات ضوابط أمنية,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
188,USA,USA-NIST-80053,Rev 5,3.4,AU,AU - Control 4,AU - ضابط 4,The organization shall implement au controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AU لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
189,USA,USA-NIST-80053,Rev 5,4.4,CA,CA - Control 4,CA - ضابط 4,The organization shall implement ca controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CA لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
190,USA,USA-NIST-80053,Rev 5,5.4,CM,CM - Control 4,CM - ضابط 4,The organization shall implement cm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CM لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
191,USA,USA-NIST-80053,Rev 5,6.4,CP,CP - Control 4,CP - ضابط 4,The organization shall implement cp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CP لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
192,USA,USA-NIST-80053,Rev 5,7.4,IA,IA - Control 4,IA - ضابط 4,The organization shall implement ia controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IA لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
193,USA,USA-NIST-80053,Rev 5,8.4,IR,IR - Control 4,IR - ضابط 4,The organization shall implement ir controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IR لضمان الامتثال لمتطلبات ضوابط أمنية,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
194,USA,USA-NIST-80053,Rev 5,9.4,MA,MA - Control 4,MA - ضابط 4,The organization shall implement ma controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
195,USA,USA-NIST-80053,Rev 5,10.4,MP,MP - Control 4,MP - ضابط 4,The organization shall implement mp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MP لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
196,USA,USA-NIST-80053,Rev 5,11.4,PE,PE - Control 4,PE - ضابط 4,The organization shall implement pe controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PE لضمان الامتثال لمتطلبات ضوابط أمنية,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
197,USA,USA-NIST-80053,Rev 5,12.4,PL,PL - Control 4,PL - ضابط 4,The organization shall implement pl controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PL لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
198,USA,USA-NIST-80053,Rev 5,13.4,PM,PM - Control 4,PM - ضابط 4,The organization shall implement pm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PM لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
199,USA,USA-NIST-80053,Rev 5,14.4,PS,PS - Control 4,PS - ضابط 4,The organization shall implement ps controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PS لضمان الامتثال لمتطلبات ضوابط أمنية,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
200,USA,USA-NIST-80053,Rev 5,15.4,PT,PT - Control 4,PT - ضابط 4,The organization shall implement pt controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط PT لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
201,USA,USA-NIST-80053,Rev 5,16.4,RA,RA - Control 4,RA - ضابط 4,The organization shall implement ra controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط RA لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
202,USA,USA-NIST-80053,Rev 5,17.4,SA,SA - Control 4,SA - ضابط 4,The organization shall implement sa controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
203,USA,USA-NIST-80053,Rev 5,18.4,SC,SC - Control 4,SC - ضابط 4,The organization shall implement sc controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SC لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
204,USA,USA-NIST-80053,Rev 5,19.4,SI,SI - Control 4,SI - ضابط 4,The organization shall implement si controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SI لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
205,USA,USA-NIST-80053,Rev 5,20.4,SR,SR - Control 4,SR - ضابط 4,The organization shall implement sr controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط SR لضمان الامتثال لمتطلبات ضوابط أمنية,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
206,USA,USA-NIST-80053,Rev 5,1.5,AC,AC - Control 5,AC - ضابط 5,The organization shall implement ac controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AC لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
207,USA,USA-NIST-80053,Rev 5,2.5,AT,AT - Control 5,AT - ضابط 5,The organization shall implement at controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AT لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
208,USA,USA-NIST-80053,Rev 5,3.5,AU,AU - Control 5,AU - ضابط 5,The organization shall implement au controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط AU لضمان الامتثال لمتطلبات ضوابط أمنية,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
209,USA,USA-NIST-80053,Rev 5,4.5,CA,CA - Control 5,CA - ضابط 5,The organization shall implement ca controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
210,USA,USA-NIST-80053,Rev 5,5.5,CM,CM - Control 5,CM - ضابط 5,The organization shall implement cm controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CM لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
211,USA,USA-NIST-80053,Rev 5,6.5,CP,CP - Control 5,CP - ضابط 5,The organization shall implement cp controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط CP لضمان الامتثال لمتطلبات ضوابط أمنية,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
212,USA,USA-NIST-80053,Rev 5,7.5,IA,IA - Control 5,IA - ضابط 5,The organization shall implement ia controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IA لضمان الامتثال لمتطلبات ضوابط أمنية,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
213,USA,USA-NIST-80053,Rev 5,8.5,IR,IR - Control 5,IR - ضابط 5,The organization shall implement ir controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط IR لضمان الامتثال لمتطلبات ضوابط أمنية,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
214,USA,USA-NIST-80053,Rev 5,9.5,MA,MA - Control 5,MA - ضابط 5,The organization shall implement ma controls to ensure compliance with NIST SP 800-53 Rev 5 requirements.,يجب على المنظمة تطبيق ضوابط MA لضمان الامتثال لمتطلبات ضوابط أمنية,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
