module,owner_service,table,columns,purpose,purpose_source,has_data
auth,auth-service,role_team_mapping,8,"Auth -- Role Team: Cross-entity mapping",pattern,yes
auth,auth-service,role_transition_requests,20,"Auth -- Role record (Role Transition Requests)",token,no
auth,auth-service,role_usage_audit,15,"Auth -- Role Usage: Audit-trail entries",pattern,no
auth,auth-service,roles,17,"System roles",registry,yes
auth,auth-service,route_permission_mappings,12,"Auth -- Route Permission: Cross-entity mapping",pattern,no
auth,auth-service,sign_off_authority_matrix,10,"Auth -- RACI/permission matrix (Sign Off Authority Matrix)",token,yes
auth,auth-service,tenant_role_definitions,16,"Auth -- Tenant Role: Definition catalog",pattern,yes
auth,auth-service,user_availability,11,"Auth -- User record (User Availability)",token,no
auth,auth-service,user_certifications,12,"Auth -- User record (User Certifications)",token,no
auth,auth-service,user_competencies,15,"Auth -- User record (User Competencies)",token,no
auth,auth-service,user_function_overrides,13,"Function permission overrides",registry,no
auth,auth-service,user_module_permissions,9,"Auth -- User Module: Permission grants",pattern,no
auth,auth-service,user_notification_preferences,10,"Auth -- User record (User Notification Preferences)",token,no
auth,auth-service,user_performance,21,"Auth -- User record (User Performance)",token,no
auth,auth-service,user_responsibilities,11,"Auth -- User record (User Responsibilities)",token,no
auth,auth-service,user_roles,15,"User role assignments",registry,no
auth,auth-service,user_workflow_permissions,12,"Auth -- User Workflow: Permission grants",pattern,no
auth,auth-service,workflow_role_access,7,"Auth -- Role record (Workflow Role Access)",token,yes
auth,auth-service,workflow_step_roles,9,"Auth -- Workflow Step: Role definitions",pattern,no
auth,auth-service,workload_snapshots,11,"Auth -- Workload: Point-in-time snapshots",pattern,no
ai,ai-gateway-service,agent_action_history,13,"Ai -- Agent Action: Historical change records",pattern,no
ai,ai-gateway-service,agent_activation_rules,14,"Ai -- Agent Activation: Rules/policy definitions",pattern,no
ai,ai-gateway-service,agent_activity_log,40,"Ai -- Agent Activity: Activity/audit log records",pattern,no
ai,ai-gateway-service,agent_anomaly_detections,21,"Ai -- AI agent record (Agent Anomaly Detections)",token,no
ai,ai-gateway-service,agent_approvals_v2,6,"Ai -- AI agent record (Agent Approvals V2)",token,no
ai,ai-gateway-service,agent_assignment_templates,15,"Ai -- Agent Assignment: Template catalog",pattern,no
ai,ai-gateway-service,agent_autonomy_policies,10,"Ai -- AI agent record (Agent Autonomy Policies)",token,yes
ai,ai-gateway-service,agent_circuit_breaker,11,"Ai -- AI agent record (Agent Circuit Breaker)",token,no
ai,ai-gateway-service,agent_collaboration_metrics,8,"Ai -- Agent Collaboration: Metric data points",pattern,no
ai,ai-gateway-service,agent_conflicts,19,"Ai -- AI agent record (Agent Conflicts)",token,no
ai,ai-gateway-service,agent_context_assignments,16,"Ai -- Agent Context: Assignment mapping (X to Y)",pattern,no
ai,ai-gateway-service,agent_correlations,6,"Ai -- AI agent record (Agent Correlations)",token,no
ai,ai-gateway-service,agent_cycle_memory,8,"Ai -- AI agent record (Agent Cycle Memory)",token,no
ai,ai-gateway-service,agent_cycle_summaries,9,"Ai -- Agent Cycle: Aggregated summary records",pattern,yes
ai,ai-gateway-service,agent_dead_letter_queue,24,"Ai -- AI agent record (Agent Dead Letter Queue)",token,no
ai,ai-gateway-service,agent_delegations,21,"Ai -- AI agent record (Agent Delegations)",token,no
ai,ai-gateway-service,agent_dependency_config,14,"Ai -- Agent Dependency: Configuration values",pattern,no
ai,ai-gateway-service,agent_discoveries,9,"Ai -- AI agent record (Agent Discoveries)",token,no
ai,ai-gateway-service,agent_eval_scores,11,"Ai -- AI agent record (Agent Eval Scores)",token,no
ai,ai-gateway-service,agent_events,8,"Ai -- Agent: Domain event records",pattern,yes
ai,ai-gateway-service,agent_failure_patterns,21,"Ai -- AI agent record (Agent Failure Patterns)",token,no
ai,ai-gateway-service,agent_feedback,16,"Ai -- AI agent record (Agent Feedback)",token,no
ai,ai-gateway-service,agent_governance_audit,7,"Ai -- Agent Governance: Audit-trail entries",pattern,no
ai,ai-gateway-service,agent_learning_events,11,"Ai -- Agent Learning: Domain event records",pattern,no
ai,ai-gateway-service,agent_lesson_applications,8,"Ai -- AI agent record (Agent Lesson Applications)",token,no
ai,ai-gateway-service,agent_lessons_learned,15,"Ai -- AI agent record (Agent Lessons Learned)",token,no
ai,ai-gateway-service,agent_memories,19,"Ai -- AI agent record (Agent Memories)",token,no
ai,ai-gateway-service,agent_mode_overrides,11,"Ai -- AI agent record (Agent Mode Overrides)",token,no
ai,ai-gateway-service,agent_model_config,10,"Ai -- Agent Model: Configuration values",pattern,yes
ai,ai-gateway-service,agent_model_performance_cache,16,"Ai -- Agent Model Performance: Cached values",pattern,no
ai,ai-gateway-service,agent_patterns,11,"Ai -- AI agent record (Agent Patterns)",token,no
ai,ai-gateway-service,agent_pending_actions,17,"Ai -- Agent Pending: Action/operation catalog",pattern,no
ai,ai-gateway-service,agent_process_governance_rules,20,"Ai -- Agent Process Governance: Rules/policy definitions",pattern,no
ai,ai-gateway-service,agent_profiles,21,"Ai -- AI agent record (Agent Profiles)",token,no
ai,ai-gateway-service,agent_prompt_versions,12,"Ai -- Agent Prompt: Versioned record history",pattern,no
ai,ai-gateway-service,agent_proposals,15,"Ai -- AI agent record (Agent Proposals)",token,no
ai,ai-gateway-service,agent_reasoning_chain,36,"Ai -- AI agent record (Agent Reasoning Chain)",token,no
ai,ai-gateway-service,agent_reasoning_steps,11,"Ai -- Agent Reasoning: Execution step records",pattern,yes
ai,ai-gateway-service,agent_reasoning_traces,9,"Ai -- AI agent record (Agent Reasoning Traces)",token,yes
ai,ai-gateway-service,agent_runs,21,"Ai -- Agent: Execution run records",pattern,no
ai,ai-gateway-service,agent_runtime_config,14,"Ai -- Agent Runtime: Configuration values",pattern,no
ai,ai-gateway-service,agent_sla_activation_rules,15,"Ai -- Agent Sla Activation: Rules/policy definitions",pattern,no
ai,ai-gateway-service,agent_slo_definitions,14,"Ai -- Agent Slo: Definition catalog",pattern,no
ai,ai-gateway-service,agent_slo_measurements,16,"Ai -- AI agent record (Agent Slo Measurements)",token,no
ai,ai-gateway-service,agent_status_log,5,"Ai -- Agent Status: Activity/audit log records",pattern,no
ai,ai-gateway-service,agent_steps,16,"Ai -- Agent: Execution step records",pattern,no
ai,ai-gateway-service,agent_suggestions,10,"Ai -- AI agent record (Agent Suggestions)",token,no
ai,ai-gateway-service,agent_tasks,18,"Ai -- Agent: Task records",pattern,no
ai,ai-gateway-service,agent_tool_permissions,10,"Ai -- Agent Tool: Permission grants",pattern,no
ai,ai-gateway-service,agent_trigger_chains,9,"Ai -- AI agent record (Agent Trigger Chains)",token,yes
ai,ai-gateway-service,agent_user_feedback,8,"Ai -- AI agent record (Agent User Feedback)",token,no
ai,ai-gateway-service,agrc_event_log,13,"Ai -- Agrc Event: Activity/audit log records",pattern,yes
ai,ai-gateway-service,agrc_event_log_archive,8,"Ai -- Agrc Event Log Archive",name,no
ai,ai-gateway-service,agrc_metrics_snapshots,9,"Ai -- Agrc Metrics: Point-in-time snapshots",pattern,no
ai,ai-gateway-service,agrc_os_cycle_log,9,"Ai -- Agrc Os Cycle: Activity/audit log records",pattern,no
ai,ai-gateway-service,ai_action_decision_log,12,"Ai -- Ai Action Decision: Activity/audit log records",pattern,no
ai,ai-gateway-service,ai_action_policies,10,"Ai -- Ai Action Policies",name,yes
ai,ai-gateway-service,ai_action_queue,14,"Ai -- Work queue records (Ai Action Queue)",token,no
ai,ai-gateway-service,ai_action_results,9,"Ai -- Ai Action Results",name,no
ai,ai-gateway-service,ai_agent_authority_scopes,15,"Ai -- AI agent record (Ai Agent Authority Scopes)",token,no
ai,ai-gateway-service,ai_agent_bias_detection,21,"Ai -- AI agent record (Ai Agent Bias Detection)",token,no
ai,ai-gateway-service,ai_agent_chain_of_custody,10,"Ai -- AI agent record (Ai Agent Chain Of Custody)",token,no
ai,ai-gateway-service,ai_agent_configs,24,"Ai -- AI agent record (Ai Agent Configs)",token,no
ai,ai-gateway-service,ai_agent_performance_metrics,13,"Ai -- Ai Agent Performance: Metric data points",pattern,no
ai,ai-gateway-service,ai_agent_registry,21,"Ai -- AI agent record (Ai Agent Registry)",token,no
ai,ai-gateway-service,ai_agent_session_governance,19,"Ai -- AI agent record (Ai Agent Session Governance)",token,no
ai,ai-gateway-service,ai_agent_status_log,9,"Ai -- Ai Agent Status: Activity/audit log records",pattern,no
ai,ai-gateway-service,ai_agent_tool_bindings,10,"Ai -- AI agent record (Ai Agent Tool Bindings)",token,no
ai,ai-gateway-service,ai_agent_trust_scores,15,"Ai -- AI agent record (Ai Agent Trust Scores)",token,no
ai,ai-gateway-service,ai_alert_history,16,"Ai -- Ai Alert: Historical change records",pattern,no
ai,ai-gateway-service,ai_alert_rules,12,"Ai -- Ai Alert: Rules/policy definitions",pattern,no
ai,ai-gateway-service,ai_alerts,18,"Ai -- Ai: Alert records",pattern,yes
ai,ai-gateway-service,ai_analysis_cache,11,"Ai -- Ai Analysis: Cached values",pattern,no
ai,ai-gateway-service,ai_asset_inventory,20,"Ai -- Asset record (Ai Asset Inventory)",token,no
ai,ai-gateway-service,ai_autonomy_state,6,"Ai -- Ai Autonomy: State-machine state",pattern,no
ai,ai-gateway-service,ai_capability_registry,15,"Ai -- Ai Capability Registry",name,yes
ai,ai-gateway-service,ai_compliance_dashboard,18,"Ai -- Compliance record (Ai Compliance Dashboard)",token,no
ai,ai-gateway-service,ai_compliance_framework_mapping,21,"Ai -- Ai Compliance Framework: Cross-entity mapping",pattern,no
ai,ai-gateway-service,ai_conformity_assessments,26,"Ai -- Ai Conformity Assessments",name,no
ai,ai-gateway-service,ai_corrective_actions,13,"Ai -- Ai Corrective: Action/operation catalog",pattern,no
ai,ai-gateway-service,ai_counterfactual_analysis,12,"Ai -- Ai Counterfactual Analysis",name,no
ai,ai-gateway-service,ai_data_lineage,22,"Ai -- Ai Data Lineage",name,no
ai,ai-gateway-service,ai_data_minimization_config,11,"Ai -- Ai Data Minimization: Configuration values",pattern,no
ai,ai-gateway-service,ai_dataset_registry,14,"Ai -- Ai Dataset Registry",name,no
ai,ai-gateway-service,ai_declarations_of_conformity,12,"Ai -- Ai Declarations Of Conformity",name,no
ai,ai-gateway-service,ai_dpia_assessments,32,"Ai -- Ai Dpia Assessments",name,no
ai,ai-gateway-service,ai_dpia_review_history,13,"Ai -- Ai Dpia Review: Historical change records",pattern,no
ai,ai-gateway-service,ai_dpia_risk_factors,10,"Ai -- Risk record (Ai Dpia Risk Factors)",token,no
ai,ai-gateway-service,ai_drift_thresholds,10,"Ai -- Ai Drift: Threshold definitions",pattern,no
ai,ai-gateway-service,ai_ethics_reviews,13,"Ai -- Ai Ethics Reviews",name,no
ai,ai-gateway-service,ai_ethics_votes,7,"Ai -- Ai Ethics Votes",name,no
ai,ai-gateway-service,ai_eu_classifications,9,"Ai -- Ai Eu Classifications",name,no
ai,ai-gateway-service,ai_explainability_records,21,"Ai -- Ai Explainability Records",name,no
ai,ai-gateway-service,ai_explainability_requirements,14,"Ai -- Ai Explainability Requirements",name,no
ai,ai-gateway-service,ai_fairness_metrics,11,"Ai -- Ai Fairness: Metric data points",pattern,no
ai,ai-gateway-service,ai_fairness_scans,9,"Ai -- Ai Fairness Scans",name,no
ai,ai-gateway-service,ai_framework_control_catalog,13,"Ai -- Framework definition (Ai Framework Control Catalog)",token,no
ai,ai-gateway-service,ai_framework_risk_classifications,15,"Ai -- Framework definition (Ai Framework Risk Classifications)",token,no
ai,ai-gateway-service,ai_hitl_controls,15,"Ai -- Control record (Ai Hitl Controls)",token,no
ai,ai-gateway-service,ai_human_overrides,13,"Ai -- Ai Human Overrides",name,no
ai,ai-gateway-service,ai_impact_assessments,19,"Ai -- Ai Impact Assessments",name,no
ai,ai-gateway-service,ai_incident_classifications,12,"Ai -- Incident record (Ai Incident Classifications)",token,no
ai,ai-gateway-service,ai_inline_bias_checks,10,"Ai -- Ai Inline Bias Checks",name,no
ai,ai-gateway-service,ai_kill_switches,15,"Ai -- Ai Kill Switches",name,no
ai,ai-gateway-service,ai_model_cards,5,"Ai -- Ai Model Cards",name,no
ai,ai-gateway-service,ai_model_experiments,22,"Ai -- Ai Model Experiments",name,no
ai,ai-gateway-service,ai_model_lifecycle,17,"Ai -- Ai Model Lifecycle",name,no
ai,ai-gateway-service,ai_model_metrics,8,"Ai -- Ai Model: Metric data points",pattern,no
ai,ai-gateway-service,ai_model_modifications,13,"Ai -- Ai Model Modifications",name,no
ai,ai-gateway-service,ai_model_provenance,36,"Ai -- Ai Model Provenance",name,no
ai,ai-gateway-service,ai_model_registry,29,"Ai -- Ai Model Registry",name,no
ai,ai-gateway-service,ai_model_risk_assessments,13,"Ai -- Risk record (Ai Model Risk Assessments)",token,no
ai,ai-gateway-service,ai_model_risk_scores,13,"Ai -- Risk record (Ai Model Risk Scores)",token,no
ai,ai-gateway-service,ai_monitoring_plans,12,"Ai -- Ai Monitoring Plans",name,no
ai,ai-gateway-service,ai_observations,16,"Ai -- Ai Observations",name,no
ai,ai-gateway-service,ai_performance_metrics,13,"Ai -- Ai Performance: Metric data points",pattern,no
ai,ai-gateway-service,ai_policy_rule,13,"Ai -- Ai Policy: Rule/policy definition",pattern,no
ai,ai-gateway-service,ai_privacy_impact_register,21,"Ai -- Ai Privacy Impact Register",name,no
ai,ai-gateway-service,ai_privacy_incidents,21,"Ai -- Incident record (Ai Privacy Incidents)",token,no
ai,ai-gateway-service,ai_profiling_register,15,"Ai -- Ai Profiling Register",name,no
ai,ai-gateway-service,ai_prompt_registry,23,"Ai -- Prompt template/log (Ai Prompt Registry)",token,no
ai,ai-gateway-service,ai_provider_registry,15,"Ai -- Ai Provider Registry",name,no
ai,ai-gateway-service,ai_red_team_schedules,11,"Ai -- Team record (Ai Red Team Schedules)",token,no
ai,ai-gateway-service,ai_regulatory_changes,13,"Ai -- Ai Regulatory Changes",name,no
ai,ai-gateway-service,ai_review_queue,12,"Ai -- Work queue records (Ai Review Queue)",token,no
ai,ai-gateway-service,ai_risk_models,18,"Ai -- Risk record (Ai Risk Models)",token,no
ai,ai-gateway-service,ai_serious_incidents,19,"Ai -- Incident record (Ai Serious Incidents)",token,no
ai,ai-gateway-service,ai_stakeholder_registry,9,"Ai -- Ai Stakeholder Registry",name,no
ai,ai-gateway-service,ai_summaries,12,"Ai -- Ai: Aggregated summary records",pattern,no
ai,ai-gateway-service,ai_supplier_agreements,13,"Ai -- Ai Supplier Agreements",name,no
ai,ai-gateway-service,ai_system_logs,7,"Ai -- Ai System Logs",name,no
ai,ai-gateway-service,ai_system_registry,49,"Ai -- Ai System Registry",name,no
ai,ai-gateway-service,ai_technical_documentation,9,"Ai -- Ai Technical Documentation",name,no
ai,ai-gateway-service,ai_training_data_registry,20,"Ai -- Ai Training Data Registry",name,no
ai,ai-gateway-service,ai_transparency_metrics,18,"Ai -- Ai Transparency: Metric data points",pattern,no
ai,ai-gateway-service,ai_trigger_config,7,"Ai -- Ai Trigger: Configuration values",pattern,no
ai,ai-gateway-service,ai_user_complaints,12,"Ai -- User record (Ai User Complaints)",token,no
ai,ai-gateway-service,ai_vendor_assessments,7,"Ai -- Vendor/third-party record (Ai Vendor Assessments)",token,no
ai,ai-gateway-service,authz_decision_log,13,"Ai -- Authz Decision: Activity/audit log records",pattern,no
ai,ai-gateway-service,automated_decision_register,19,"Ai -- Decision record (Automated Decision Register)",token,no
ai,ai-gateway-service,automated_insights,22,"Ai -- Automated Insights",name,yes
ai,ai-gateway-service,autonomy_progression_log,11,"Ai -- Autonomy Progression: Activity/audit log records",pattern,no
ai,ai-gateway-service,blueprint_generation_runs,8,"Ai -- Blueprint Generation: Execution run records",pattern,no
ai,ai-gateway-service,cockpit_signal,8,"Ai -- Cockpit Signal",name,no
ai,ai-gateway-service,contextual_suggestions,14,"Contextual AI suggestions",registry,no
ai,ai-gateway-service,copilot_proposed_actions,30,"Ai -- Copilot Proposed: Action/operation catalog",pattern,no
ai,ai-gateway-service,copilot_sessions,5,"Ai -- Copilot session/turn record (Copilot Sessions)",token,no
ai,ai-gateway-service,decision_record,17,"Ai -- Decision record (Decision Record)",token,no
ai,ai-gateway-service,dogan_actions_log,7,"Ai -- Dogan Actions: Activity/audit log records",pattern,no
ai,ai-gateway-service,dogan_learning_metrics,6,"Ai -- Dogan Learning: Metric data points",pattern,no
ai,ai-gateway-service,event_trigger_binding,12,"Ai -- Event Trigger Binding",name,no
ai,ai-gateway-service,explainability_links,9,"Ai -- Explainability: Cross-table link records",pattern,no
ai,ai-gateway-service,findings,27,"Ai -- Finding record (Findings)",token,yes
ai,ai-gateway-service,frameworks,22,"Ai -- Framework definition (Frameworks)",token,no
ai,ai-gateway-service,hitl_states,11,"Ai -- Hitl: State-machine state catalog",pattern,no
ai,ai-gateway-service,human_oversight_config,15,"Ai -- Human Oversight: Configuration values",pattern,no
ai,ai-gateway-service,incidents,33,"Ai -- Incident record (Incidents)",token,yes
ai,ai-gateway-service,llm_traces,20,"Ai -- Llm Traces",name,no
ai,ai-gateway-service,llm_usage_log,16,"Ai -- Llm Usage: Activity/audit log records",pattern,no
ai,ai-gateway-service,memory_access_log,10,"Ai -- Memory Access: Activity/audit log records",pattern,yes
ai,ai-gateway-service,memory_summaries,9,"Ai -- Memory: Aggregated summary records",pattern,no
ai,ai-gateway-service,module_actions,15,"Ai -- Module: Action/operation catalog",pattern,no
ai,ai-gateway-service,module_activation_rules,12,"Ai -- Module Activation: Rules/policy definitions",pattern,no
ai,ai-gateway-service,module_ownership_rules,15,"Ai -- Module Ownership: Rules/policy definitions",pattern,no
ai,ai-gateway-service,pending_assignment_queue,9,"Ai -- Work queue records (Pending Assignment Queue)",token,no
ai,ai-gateway-service,personal_agent_assignments,33,"Ai -- Personal Agent: Assignment mapping (X to Y)",pattern,no
ai,ai-gateway-service,projects,38,"Ai -- Projects",name,no
ai,ai-gateway-service,prompt_drift_baselines,7,"Ai -- Prompt template/log (Prompt Drift Baselines)",token,no
ai,ai-gateway-service,prompt_injection_log,9,"Ai -- Prompt Injection: Activity/audit log records",pattern,no
ai,ai-gateway-service,reasoning_chain_summary,19,"Ai -- Reasoning Chain: Aggregated summary view",pattern,no
ai,ai-gateway-service,shadow_agent_config,20,"Ai -- Shadow Agent: Configuration values",pattern,no
ai,ai-gateway-service,task_route_rule,12,"Ai -- Task Route: Rule/policy definition",pattern,no
ai,ai-gateway-service,team_workload,20,"Ai -- Team record (Team Workload)",token,no
ai,ai-gateway-service,tenant_llm_budgets,11,"Ai -- Tenant Llm Budgets",name,no
ai,ai-gateway-service,unified_squad_members,16,"Ai -- Unified Squad: Member records",pattern,no
workflow,workflow-service,agrc_runbooks,13,"AGRC runbooks",registry,no
workflow,workflow-service,ai_step_executions,15,"Workflow -- Ai Step Executions",name,no
workflow,workflow-service,ai_step_feedback,8,"Workflow -- Ai Step Feedback",name,no
workflow,workflow-service,approval_history,20,"Workflow -- Approval: Historical change records",pattern,no
workflow,workflow-service,approval_packs,13,"Workflow -- Approval record (Approval Packs)",token,no
workflow,workflow-service,approval_requests,22,"Workflow -- Approval record (Approval Requests)",token,no
workflow,workflow-service,approvals,10,"Workflow -- Approval record (Approvals)",token,no
workflow,workflow-service,approver_resolution_cache,8,"Workflow -- Approver Resolution: Cached values",pattern,no
workflow,workflow-service,auto_approval_config,9,"Workflow -- Auto Approval: Configuration values",pattern,yes
workflow,workflow-service,automation_rules_legacy,14,"Workflow -- Automation Rules Legacy",name,no
workflow,workflow-service,autonomous_workflow_config,8,"Workflow -- Autonomous Workflow: Configuration values",pattern,no
workflow,workflow-service,cadence_tasks,11,"Workflow -- Cadence: Task records",pattern,no
workflow,workflow-service,cep_event_windows,9,"Workflow -- Cep Event Windows",name,no
workflow,workflow-service,cep_pattern_definitions,17,"Workflow -- Cep Pattern: Definition catalog",pattern,yes
workflow,workflow-service,default_automation_templates,9,"Workflow -- Default Automation: Template catalog",pattern,yes
workflow,workflow-service,event_consumer_cursors,5,"Workflow -- Event Consumer Cursors",name,no
workflow,workflow-service,event_entity_sequences,4,"Workflow -- Event Entity Sequences",name,no
workflow,workflow-service,event_idempotency_log,3,"Workflow -- Event Idempotency: Activity/audit log records",pattern,yes
workflow,workflow-service,event_type_registry,12,"Workflow -- Event Type Registry",name,no
workflow,workflow-service,inbound_handler_registry,10,"Workflow -- Inbound Handler Registry",name,yes
workflow,workflow-service,process_audit_trail,12,"Workflow -- Process: Audit-trail entries",pattern,no
workflow,workflow-service,process_metrics,31,"Workflow -- Process: Metric data points",pattern,no
workflow,workflow-service,process_tasks,34,"Workflow -- Process: Task records",pattern,no
workflow,workflow-service,process_templates,9,"Workflow -- Process: Template catalog",pattern,no
workflow,workflow-service,processes,10,"Workflow -- Processes",name,no
workflow,workflow-service,sla_auto_setup_log,25,"Workflow -- Sla Auto Setup: Activity/audit log records",pattern,no
workflow,workflow-service,sla_breaches,14,"Workflow -- Sla Breaches",name,no
workflow,workflow-service,sla_definitions,16,"Workflow -- Sla: Definition catalog",pattern,no
workflow,workflow-service,sla_predictions,16,"Workflow -- Sla Predictions",name,no
workflow,workflow-service,sla_priority_config,6,"Workflow -- Sla Priority: Configuration values",pattern,yes
workflow,workflow-service,task_auto_resolution_rules,11,"Workflow -- Task Auto Resolution: Rules/policy definitions",pattern,yes
workflow,workflow-service,task_routing_rules,19,"Workflow -- Task Routing: Rules/policy definitions",pattern,yes
workflow,workflow-service,wf_approval_decisions,13,"Workflow -- Decision record (Wf Approval Decisions)",token,no
workflow,workflow-service,workflow_acl,7,"Workflow -- Workflow Acl",name,no
workflow,workflow-service,workflow_agent_tool_policy,9,"Workflow -- AI agent record (Workflow Agent Tool Policy)",token,no
workflow,workflow-service,workflow_ai_agents,10,"Workflow -- AI agent record (Workflow Ai Agents)",token,yes
workflow,workflow-service,workflow_ai_budget,13,"Workflow -- Workflow Ai Budget",name,no
workflow,workflow-service,workflow_ai_notes,17,"Workflow -- Workflow Ai Notes",name,no
workflow,workflow-service,workflow_ai_policy,11,"Workflow -- Policy record (Workflow Ai Policy)",token,no
workflow,workflow-service,workflow_attachments,13,"Workflow -- Workflow: File/blob attachments",pattern,no
workflow,workflow-service,workflow_auto_initiation,22,"Workflow -- Workflow Auto Initiation",name,no
workflow,workflow-service,workflow_categories,11,"Workflow -- Workflow: Category taxonomy",pattern,yes
workflow,workflow-service,workflow_chain_definitions,8,"Workflow -- Workflow Chain: Definition catalog",pattern,yes
workflow,workflow-service,workflow_chain_instances,11,"Workflow -- Workflow Chain Instances",name,no
workflow,workflow-service,workflow_chain_step_log,11,"Workflow -- Workflow Chain Step: Activity/audit log records",pattern,no
workflow,workflow-service,workflow_comments,16,"Workflow -- Workflow Comments",name,no
workflow,workflow-service,workflow_conditions,10,"Workflow -- Workflow Conditions",name,no
workflow,workflow-service,workflow_decision_log,15,"Workflow -- Workflow Decision: Activity/audit log records",pattern,no
workflow,workflow-service,workflow_draft_actions,18,"Workflow -- Workflow Draft: Action/operation catalog",pattern,no
workflow,workflow-service,workflow_escalation_policies,13,"Workflow -- Workflow Escalation Policies",name,no
workflow,workflow-service,workflow_events,12,"Workflow -- Workflow: Domain event records",pattern,no
workflow,workflow-service,workflow_executions,17,"Workflow -- Workflow Executions",name,no
workflow,workflow-service,workflow_executions_archive,14,"Workflow -- Workflow Executions Archive",name,no
workflow,workflow-service,workflow_forbidden_boundaries,9,"Workflow -- Workflow Forbidden Boundaries",name,yes
workflow,workflow-service,workflow_graph_versions,9,"Workflow -- Workflow Graph: Versioned record history",pattern,no
workflow,workflow-service,workflow_instance_steps,15,"Workflow -- Workflow Instance: Execution step records",pattern,no
workflow,workflow-service,workflow_instances,23,"Workflow -- Workflow Instances",name,no
workflow,workflow-service,workflow_intervention_log,10,"Workflow -- Workflow Intervention: Activity/audit log records",pattern,no
workflow,workflow-service,workflow_kill_switch,10,"Workflow -- Workflow Kill Switch",name,no
workflow,workflow-service,workflow_lookup_options,13,"Workflow -- Workflow Lookup Options",name,yes
workflow,workflow-service,workflow_mandatory_review,8,"Workflow -- Workflow Mandatory Review",name,yes
workflow,workflow-service,workflow_mandatory_review_points,9,"Workflow -- Workflow Mandatory Review Points",name,yes
workflow,workflow-service,workflow_profile_catalog,11,"Workflow -- Workflow Profile Catalog",name,yes
workflow,workflow-service,workflow_profile_states,12,"Workflow -- Workflow Profile: State-machine state catalog",pattern,yes
workflow,workflow-service,workflow_raci_config,6,"Workflow -- Workflow Raci: Configuration values",pattern,yes
workflow,workflow-service,workflow_recommendation_catalog,11,"Workflow -- Workflow Recommendation Catalog",name,yes
workflow,workflow-service,workflow_retention_policies,8,"Workflow -- Workflow Retention Policies",name,no
workflow,workflow-service,workflow_rollback_log,13,"Workflow -- Workflow Rollback: Activity/audit log records",pattern,no
workflow,workflow-service,workflow_rules,14,"Workflow -- Workflow: Rules/policy definitions",pattern,no
workflow,workflow-service,workflow_schedules,13,"Workflow -- Workflow Schedules",name,no
workflow,workflow-service,workflow_state_history,15,"Workflow -- Workflow State: Historical change records",pattern,no
workflow,workflow-service,workflow_step_autonomy,10,"Workflow -- Workflow Step Autonomy",name,yes
workflow,workflow-service,workflow_steps,32,"Workflow -- Workflow: Execution step records",pattern,no
workflow,workflow-service,workflow_subscribers,8,"Workflow -- Workflow Subscribers",name,no
workflow,workflow-service,workflow_task_assignments,13,"Workflow -- Workflow Task: Assignment mapping (X to Y)",pattern,no
workflow,workflow-service,workflow_tasks,16,"Workflow -- Workflow: Task records",pattern,no
workflow,workflow-service,workflow_templates,13,"Workflow -- Workflow: Template catalog",pattern,no
workflow,workflow-service,workflow_timeline_entries,15,"Workflow timeline tracking",registry,no
workflow,workflow-service,workflow_transitions,13,"Workflow -- Workflow Transitions",name,no
workflow,workflow-service,workflow_triggers,23,"Workflow -- Workflow Triggers",name,yes
workflow,workflow-service,workflow_versions,14,"Workflow -- Workflow: Versioned record history",pattern,no
workflow,workflow-service,workflow_webhooks,13,"Workflow -- Workflow Webhooks",name,no
workflow,workflow-service,workflows,17,"Workflow -- Workflows",name,yes
ai-governance,ai-gateway-service,ai_governance_break_glass,12,"Ai Governance -- Ai Governance Break Glass",name,no
ai-governance,ai-gateway-service,ai_governance_promotions,10,"Ai Governance -- Ai Governance Promotions",name,no
ai-governance,ai-gateway-service,cryptographic_inventory,18,"Ai Governance -- Cryptographic Inventory",name,no
ai-governance,ai-gateway-service,pqc_test_results,10,"Ai Governance -- Pqc Test Results",name,no
ai-governance,ai-gateway-service,quantum_migration_plans,19,"Ai Governance -- Quantum Migration Plans",name,no
ai-governance,ai-gateway-service,red_team_runs,9,"Ai Governance -- Red Team: Execution run records",pattern,no
ai-governance,ai-gateway-service,simulations,7,"Ai Governance -- Simulations",name,no
ai-governance,ai-gateway-service,tenant_ai_allowlist,14,"Ai Governance -- Tenant Ai Allowlist",name,no
notification,notification-service,alert_instances,19,"Notification -- Alert Instances",name,no
notification,notification-service,alert_rules,24,"Notification -- Alert: Rules/policy definitions",pattern,no
notification,notification-service,email_inbox,25,"Notification -- Inbox queue (Email Inbox)",token,no
notification,notification-service,email_templates,17,"Notification -- Email: Template catalog",pattern,no
notification,notification-service,notification_preferences,21,"Notification -- Notification Preferences",name,no
notification,notification-service,notification_preferences_legacy,3,"Notification -- Notification Preferences Legacy",name,no
notification,notification-service,notification_queue,34,"Notification -- Work queue records (Notification Queue)",token,yes
notification,notification-service,notifications_log,12,"Notification -- Notifications: Activity/audit log records",pattern,no
asset,risk-incident-service,applications,27,"Asset -- Applications",name,no
asset,risk-incident-service,asset_classification_scheme,11,"Asset -- Asset record (Asset Classification Scheme)",token,no
asset,risk-incident-service,asset_classifications,14,"Asset -- Asset record (Asset Classifications)",token,yes
asset,risk-incident-service,asset_dependencies,14,"Asset -- Asset: Dependency mapping",pattern,no
